web-scraper-order,web-scraper-start-url,link,link-href,Job Title,Company,Time,Skill,Persyaratan,Job Desc,Location
"1726209580-38","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-support-engineer/df449ad8-907c-4bb1-93ca-0fa088f344a0?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Support Engineer","PT INTI DAYA ENERGITAMA","Penuh Waktu · Kerja di kantor","SkillsNetworkingTeamworkcctvHardware EngineeringTroubleshootingMengendarai Mobil","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK19-40 tahunLaki-laki saja","Job DescriptionsMampu mengendarai Kendaraan Roda 4 & punya SIM ABersedia melakukan perjalanan dinasMelakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis.Menganalisis masalah dan mencari solusi yang tepat.Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan.Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis.Membantu dalam pengadaan suku cadang dan perlengkapan teknis.
Job RequirementsPendidikan minimal SMA atau setara, preferensi di bidang teknik terkait.Pengalaman kerja sebagai Teknisi atau posisi serupa diutamakan.Pengetahuan teknis yang baik dalam bidang spesifik terkait pekerjaan.Memiliki pengetahuan dan pengalaman di bidang IT (hardware), CCTV, Access Control, Troubleshooting, NetworkingKemampuan analitis dan pemecahan masalah yang baik.Keahlian dalam pengoperasian peralatan dan instrumen teknis.Kepatuhan terhadap prosedur keamanan dan aturan teknis.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim.","Alamat kantorUnimas Garden Regency C-3"
"1726209585-39","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/r-and-d-automotive-mechanical-engineer/261e402a-f51b-4aac-94e1-5494d33ab459?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","R&D Automotive / Mechanical Engineer","PT.Labtech Penta International","Penuh Waktu · Kerja di kantor","SkillsAutomotive EngineeringCADSoftware Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","- Good Skills and experience in automotive Engineering including Modern EFI Petrol adn Common Rail Diesel engine system.- Good Experience in Hybrid Vehicle (HV) and Electric Vehicle (EV) Technology.- Familiar with automotive - electronics system- Familiar with computer and CAD software","Alamat kantorKawasan Industri Sekupang Kav.34 Sekupang Batam-Kepri"
"1726209590-40","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-support-engineer/dbf3e599-324e-4aae-8001-7d4e83b239b9?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Support Engineer","Lacak.io","Magang · Kerja di kantor","SkillsTime ManagementProblem Solving SkillsCommunicative","PersyaratanKerja di kantorPengalaman kurang dari 1 tahunMinimal SMA/SMK","Lacak.io Membuka Kesempatan untuk Posisi Technical Support Engineer (Internship)

Apakah Anda memiliki keterampilan teknis yang kuat, cermat, dan terbiasa melayani pelanggan? Senang mendalami dunia IoT (Internet of Things) dan teknologi ?

Dengan pengalaman lebih dari 8 tahun, Lacak.io telah dipercaya oleh lebih dari 10.000 armada di seluruh Indonesia. Kami bekerja sama dengan lebih dari 200 mekanik yang tersebar di kabupaten dan kota seluruh Indonesia untuk memastikan armada customer selalu dalam kondisi optimal. Lacak.io mengambil peran menuju pemimpin teknologi IoT yang terpercaya di Indonesia.

Responsibilities :
- Aktivasi alat pemantau kendaraan seperti dashcam, GPS, dan sensor pada aplikasi fleet management system Lacak.io
- Memperbarui dan memelihara master data customer
- Melayani pertanyaan dan keluhan customer
- Melaporkan pekerjaan harian & bulanan kepada manajer tim

Requirements :
- Minimal pendidikan SMA atau SMK sederajat
- Memahami aplikasi Ms. Excel dan google spreadsheet
- Mampu bekerja sama dengan tim
- ⁠Memiliki kemampuan problem solving, critical thinking, time management, dan komunikasi yang baik dengan klien
- Bersedia shift pagi (WFO) dan shift malam (WFH)

Benefit :
- Lingkungan yang suportif
- Training dan Coaching untuk pengembangan diri 
- Berkesempatan menjadi karyawan Full-Time
- Quarterly Team Celebration & Annual Rewards Holiday Trip.
- Annual Bonus : berdasarkan company & individual performance.
- Insentif bulanan

Lokasi: Pondok Gede, Bekasi
Sistem : Hybrid dengan sistem kerja roster 5:2

Jika Anda tidak hanya ingin sekedar bekerja, namun juga bertumbuh bersama di perusahaan kami, segera kirim CV terbaru Anda sekarang juga",""
"1726209594-41","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-and-plumbing-mep-engineer/af67ef79-b76b-46ef-8300-4f3a577221d5?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Electrical & Mechanical & Plumbing (MEP) Engineer","Sambal Bakar Indonesia","Penuh Waktu · Kerja di kantor","SkillsCADMechanicalPlumbingElectricityGoogle SketchUp","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","Kualifikasi- Minimal pendidikan D3/S1 Jurusan Teknik Mesin, Electro, Sipil, atau jurusan terkait lainnya- Pengalaman minimal 1 th di posisi yang serupa (diutamakan industri FnB)- Memahami HVAC dan equipment konstruksi- Memiliki Sertifikasi K3 & MEP menjadi nilai plus- Mampu mengoperasikan Sketchup, CAD, atau sofware lainya- Memiliki laptop & kendaraan pribadi- Dapat bergabung secepatnya","Alamat kantorJaBoDeTaBek, Surabaya, Sidoarjo dan Lampung"
"1726209600-42","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/sales-engineer-electrical-instrumentation-mechanical/f69737be-e320-4c50-95de-854903f3e2ef?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Sales Engineer (Electrical - Instrumentation - Mechanical)","PT Azbil Berca Indonesia","Penuh Waktu · Kerja di kantor","SkillsMicrosoft OfficeIndustrial AutomationSales and Marketing","PersyaratanKerja di kantorPengalaman kurang dari 1 tahunMinimal Diploma (D1 - D4)","Qualification:Maximum 27 years oldMinimum diploma from reputable university with GPA minimum 3.00 majoring Electrical, Instrument, Physic, Physic Engineering, and Mechanical Engineering.Have minimum 1 year working experience as Sales Engineer, preferably from Construction, Engineering (Fresh Graduates prefered)Have basic knowledge of electricityHard worker and target-orientedCreative, initiative, self confidenceHave a good interpersonal and communication skillGood command in English both spoken and writtenHaving driving license (SIM A) is a mustInterested in becoming a sales engineerResponsibilities:Achieve business target including profit & revenueProvides total solutions to client’s business and achieve client satisfactionDevelops and builds long term business relationship with client / new prospectsMaintain existing customersCompile quotation and list specificationBuild relationship with customerWilling to be placed at any other branches if necessary (Cilegon, Medan, and Surabaya)Location: Jakarta","Alamat kantorJalan Cikini Raya No. 95 RT.10/RW.4 CCM Building, 3rd & 5th Floors Menteng - Jakarta Pusat (10330)"
"1726209603-43","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-document-engineer/72099ff3-44ee-4e95-832e-4962d843bec3?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Document Engineer","Adi Data Informatika","Paruh Waktu · Kerja di kantor","SkillsSDLCSoftware DocumentationBrdFSD","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","Technical Writer
Pendidikan formal minimal S1 dibidang Komputer dan TeknologiMemiliki pengalaman kerja 2 tahun sebagai Technical Writer.Memiliki kemampuan administrasi yang baik dan terampilMemiliki kemampuan menggunakan Microsoft Office (word, excel, powerpoint)Memiliki kemampuan dan pengetahuan umum mengenai Teknologi Informasi baik sistem maupun aplikasi.Mampu dan memiliki kemauan untuk belajar Teknologi Informasi dengan cepatKeterampilan dalam Dokumentasi (FSD,TSD,URS, SPA, User Manual)Memiliki Pengetahuan tentang SDLC dan Pengembangan Perangkat LunakMemiliki pengetahuan terkait pemrogramman lebih baikDiutamakan memiliki pengalaman dalam pengembangan aplikasi perbankan","Alamat kantorGedung Graha Kencana"
"1726209606-44","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/port-engineer-mechanical-tug-and-boat/7cfad1a6-5ada-4be1-859a-3408bad5316d?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Port Engineer Mechanical (Tug & Boat )","Pt Kevin Shipping","Penuh Waktu · Kerja di kantor","SkillsElectricityMechanicalMechanical Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","Job Descriptions : Memahami GensetMemahami Electircal Mesin Kapalbisa melakukan General dan top overhaul MesinMenjalankan PMS pada KapalMelakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis mesin kapalMenganalisis masalah dan mencari solusi yang tepat.Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan dengan memerintahkan kepada Kru yang ada di kapal.Melakukan uji coba dan pengujian peralatan untuk memastikan kinerjanya.Melaporkan hasil pekerjaan, temuan, dan tindakan perbaikan kepada manajemen.Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis.Membantu dalam pengadaan suku cadang dan perlengkapan teknis.
Job RequirementsPendidikan minimal SMA atau setara, preferensi di bidang teknik terkait.Pengalaman kerja sebagai Teknisi atau Port Engineer serupa diutamakan (Minimal 3-5 Tahun)Pengetahuan teknis yang baik dalam bidang spesifik terkait pekerjaan.Kemampuan analitis dan pemecahan masalah yang baik..Keahlian dalam pengoperasian peralatan dan instrumen teknis.Kepatuhan terhadap prosedur keamanan dan aturan teknis.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim.Mengerti dan terbiasa dengan Mesin terutama Cummins KTA 19 & Yanmar,","Alamat kantorHead Office PT. Kevin Shipping,Kaesang Gallery LT 6 (1 Gedung dengan I COLOR Sunter) Jl. Danau Sunter Utara No.19, RT.13/RW.10, Sunter Agung, Kec. Tj. Priok, Jakarta, Daerah Khusus Ibukota Jakarta 14350"
"1726209608-45","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-support-engineer/068319ab-871d-4547-aff5-7ad842a009d0?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Support Engineer","PT SINERGI TEKNOGLOBAL PERKASA","Penuh Waktu · Kerja di kantor","SkillsComputer HardwareSystem EngineerProblem Solving SkillsComputer EngineeringLeadership DevelopmentStrong Communication Skills","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)23-28 tahun","Placement I Gusti Ngurah Rai International Airport 
Requirements : Male, max 27 years old Barchelor degree in Electronica Engineering / listrik / ITexprience : at least  1  years of experience as Technicianhave a good knowledge of hardware and software have a good communication skill have a good attitude ( honest, Dicipline & responsible available for working shift 
JOBDESK :Checking, Maintenance, and repair of autogate devicepreparation of daily, weekly, monthly reports & autogate repairs","Alamat kantorGreen Lake City Rukan Great Wall Blok C No.11, Kel. Gondrong, Kec. Cipondoh Kota Tangerang 15146"
"1726209610-46","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-sales-engineer/3c672ff1-4e07-4bde-b2d9-77906e06d626?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Sales Engineer","PT ELMO BP","Penuh Waktu · Hybrid","SkillsEquipment MaintenanceElectricity","PersyaratanHybrid5 - 10 tahun pengalamanMinimal SMA/SMK26-40 tahunLaki-laki saja","PT Elmo BP mencari kandidat posisi Technical Sales Engineer dengan jobdesk:- Mempelajari dan menguasai teknis produk perusahaan mencakup namun tidak terbatas pada: cara kerja, commissioning, troubleshooting- Membantu direksi membangun tim teknis mencakup namun tidak terbatas pada: screening kandidat, interview hingga hardware dan perlengkapan-perlengkapan yang dibutuhkan- Menyusun materi teknis produk dan berbagi pengalaman dan pengetahuan bersama tim- Meng-support tim sales dalam menyelesaikan masalah teknis yang terjadi pada customer
Anda adalah kandidat yang tepat apabila memenuhi kriteria dibawah ini:- Bersedia travel dalam kota maupun luar kota - Memiliki SIM A dan SIM C- Memiliki semangat enterpreneur","Alamat kantorTAMAN TEKNO BSD
J3/43"
"1726209615-47","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-support-engineer/bba25c8a-306e-400a-94a5-555d324732a5?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Support Engineer","PT Asta Berkah Autonomous","Penuh Waktu · Kerja di kantor","SkillsElectricityTroubleshootingNetworkingHardware InstallationWireframing","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal SMA/SMKLaki-laki saja","Sebagai Technical Support, Anda akan bertanggung jawab untuk :
1. merakit perangkat elektronika2. menginstall kelistrikan suatu sistem 3. menginstall dan setting jaringan 4. memastikan perangkat berjalan normal 5. maintenance dan troubleshooting terhadap perangkat yang ada 

Kualifikasi:1. memahami kelistrikan secara umum 2. bisa membaca dan membuat gambar teknik listrik 3. memahami instalasi jaringan dan dasar-dasar jaringan 4. bisa membaca dan membuat topologi jaringan 5. bersedia melakukan pekerjaan lapangan dan perjalanan dinas6. mempunyai sim c, sim A akan menjadi nilai tambah yang sangat dipertimbangkan","Alamat kantorJl. Gendong Raya No.14, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272"
